Unnamed: 0,fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness
14150,GATEWAY,2,B,Smoking,35.8617,-81.3683,NC,4/22/99,,Apr,,,,3/23/99,1999,Mar,723145,13228.48586,3810,1941,2020,15,0.1,723145-03810-1999.gz,14.31533666,15.37730673,13.08814433,16.69100719,2.736034913,3.215461347,3.270618557,2.833333333,57.33910534,51.92173913,48.71518987,68.51237263,13.4,10,9.4,106,0.127808119
14151,,8,B,Arson,34.0109,-78.17767,NC,4/18/09,,Apr,,,,3/19/09,2009,Mar,997794,12564.27572,99999,2008,2020,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.100841531
14200,OLD HOUSE,1,B,Miscellaneous,35.85631667,-80.58471667,NC,11/10/13,11/10/13,Nov,11/10/13 15:48,11/10/13 17:41,0 days 00:00:00.000000000,10/11/13,2013,Oct,723156,24058.47349,63812,2006,2020,15,0.1,723156-63812-2013.gz,12.60602294,10.89041227,8.181287726,0,1.468546845,1.49683605,1.356136821,0,77.1018741,73.79654511,70.92957746,0,14.6,12.2,0.3,0,0.120871217
14215,LOADER FIRE,0.7,B,Equipment Use,35.7531,-75.85906666,NC,6/24/10,6/24/10,Jun,6/24/10 12:42,6/24/10 13:27,0 days 00:00:00.000000000,5/25/10,2010,May,746950,10246.10622,99999,2006,2020,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079531952
14221,,25,C,Smoking,36.455,-77.0083,NC,2/5/93,,Feb,,,,1/6/93,1993,Jan,723079,22730.19581,93796,1976,2005,0,1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.089117783
14225,LONG ROAD,1,B,Arson,34.6,-78.9333,NC,1/27/01,,Jan,,,,12/28/00,2000,Dec,723035,42737.42697,99999,1937,2020,16,0.1,723035-99999-2000.gz,3.507692308,0,0,0,3.155384615,0,0,0,49.10909091,0,0,0,5.3,0,0,0,0.107088564
14295,RACING RIDGE,1,B,Debris Burning,36.155,-80.155,NC,3/7/99,,Mar,,,,2/5/99,1999,Feb,742077,41531.36586,3763,1939,2010,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.116898519
14378,SUN VALLEY'S BACK,1,B,Arson,35.0333,-80.65,NC,8/18/99,,Aug,,,,7/19/99,1999,Jul,723194,3164.21393,99999,1990,2010,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.121949214
14403,OVERKILL,1.5,B,Miscellaneous,35.0333,-80.3,NC,7/10/00,,Jul,,,,6/10/00,2000,Jun,725294,20396.22961,99999,1973,2020,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.118855427
14405,MUCKENFUS FIRE,2,B,Debris Burning,34.0517,-78.5183,NC,2/20/96,,Feb,,,,1/21/96,1996,Jan,747915,31862.50167,99999,1941,2020,16,0.1,747915-93718-1996.gz,9.325648415,9.389108911,8.35625,11.93130194,3.581587302,3.638983051,3.930588235,3.6125,58.46808511,52.1744186,50.8875,66.15605096,7.8,0.3,0.3,101,0.103800412
14408,CLOSED BRIDGE,2,B,Smoking,36.15585,-79.257016,NC,1/11/15,1/11/15,Jan,1/11/15 13:30,1/11/15 13:45,0 days 00:00:00.000000000,12/12/14,2014,Dec,723174,23200.90201,93783,2006,2020,0,0.1,723174-93783-2014.gz,6.305760709,6.912021858,0,0,2.093343195,2.212568306,0,0,74.54585799,80.44808743,0,0,45.4,11.5,0,0,0.108984459
14420,E. MCDONALD COW PASTURE,75,C,Arson,34.54738333,-79.154,NC,11/22/13,11/22/13,Nov,11/22/13 13:27,11/22/13 17:32,0 days 00:00:00.000000000,10/23/13,2013,Oct,723109,32624.39627,99999,2009,2020,16,1,723109-93782-2013.gz,11.97967213,10.98726852,13.0588785,0,2.474479737,2.601157407,2.881308411,0,68.53943662,66.75977654,70.30769231,0,32.4,8.6,6.3,0,0.109062009
14426,,3.5,B,Missing/Undefined,35.52335,-79.16104,NC,8/21/07,,Aug,,,,7/22/07,2007,Jul,722201,8655.415546,99999,2006,2020,15,0.1,722201-03723-2007.gz,27.69688109,29.70272904,29.38736842,25.93349876,1.021296296,1.261890838,1.772210526,1.42560794,67.17387033,62.75659824,58.89263158,64.08738828,0,0,0,0,0.108516345
14427,THE FOX HILL FIRE,1.5,B,Smoking,35.3833,-83.5167,NC,3/29/04,,Mar,,,,2/28/04,2004,Feb,A00003,19880.95252,63844,1996,2016,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.147234035
14441,HOT STRAW,10,C,Equipment Use,35.8417,-80.805,NC,7/10/97,,Jul,,,,6/10/97,1997,Jun,722079,45777.44578,53888,1973,2005,15,1,722079-99999-1997.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122828761
14456,FARMER FIRE,1.2,B,Debris Burning,34.1383,-78.6917,NC,4/19/99,,Apr,,,,3/20/99,1999,Mar,747915,35715.83559,99999,1941,2020,16,0.1,747915-93718-1999.gz,17.63507109,19.67961165,18.27835052,20.95718654,4.190023753,4.283009709,3.810309278,4.294785276,63.80051813,61.52747253,49.12222222,71.92026578,0,0,0,0,0.105265111
14457,,4,B,Arson,35.065,-79.0517,NC,3/18/94,,Mar,,,,2/16/94,1994,Feb,723030,12703.74325,13714,1990,2009,15,0.1,723030-13714-1994.gz,10.39277778,11.82194444,9.949404762,16.87472222,3.407638889,3.884722222,3.619642857,3.73125,60.87604457,59.25833333,49.97619048,61.78242678,127,20,4,21.6,0.107836265
14465,,1,B,Debris Burning,35.095,-79.3683,NC,3/15/95,,Mar,,,,2/13/95,1995,Feb,723143,15368.67771,99999,1973,2010,15,0.1,723143-99999-1995.gz,8.356553756,9.735736677,9.871428571,14.43041607,2.770397644,2.80815047,2.835,3.001147776,59.37407953,61.67398119,48.60714286,49.84361549,0,0,0,0,0.110602228
14469,,2,B,Miscellaneous,35.4617,-81.8783,NC,4/26/94,,Apr,,,,3/27/94,1994,Mar,723148,46640.35914,63859,1973,2010,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.132576902
14476,GARRENTON ROAD FIRE,1,B,Debris Burning,36.1983,-75.8717,NC,3/19/99,,Mar,,,,2/17/99,1999,Feb,994610,11133.40415,99999,1995,2008,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079379034
14500,,1,B,Missing/Undefined,35.04568,-79.57777,NC,1/26/07,,Jan,,,,12/27/06,2006,Dec,723034,7234.174004,99999,2005,2020,15,0.1,723034-93747-2006.gz,7.08,0,0,0,0.7,0,0,0,66.84782609,0,0,0,0,0,0,0,0.112477143
14506,,1,B,Arson,35.7883,-82.725,NC,2/7/92,,Feb,,,,1/8/92,1992,Jan,723350,82169.90015,13877,1946,2020,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.139918519
14517,,2,B,Arson,36.365,-76.9283,NC,7/10/93,,Jul,,,,6/10/93,1993,Jun,723079,23024.15829,93796,1976,2005,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.088472125
14566,BOTTLE ROCKET BLAZE,3.5,B,Miscellaneous,34.3317,-77.875,NC,7/6/97,,Jul,,,,6/6/97,1997,Jun,723013,7431.458073,13748,1973,2005,16,0.1,723013-13748-1997.gz,23.52858684,25.68147368,26.09137056,25.55791209,3.504530744,3.186315789,3.562436548,3.328021978,80.75906433,81.19815668,79.77083333,80.41028571,86.8,43.5,2.1,152.5,0.097982575
14582,,4,B,Debris Burning,35.04421999,-79.43490001,NC,4/11/06,,Apr,,,,3/12/06,2006,Mar,723034,6069.086502,99999,2005,2020,15,0.1,723034-93747-2006.gz,14,16.77956989,17.89411765,19.70559611,3.038147139,3.11027027,3.212941176,2.366666667,50.44788732,46.4673913,36.75294118,59.05527638,1.8,1.8,1.8,59.3,0.111219991
14587,RABBIT BOP FIRE,5,B,Arson,35.2817,-81.095,NC,11/15/96,,Nov,,,,10/16/96,1996,Oct,722132,37629.9391,99999,1942,2020,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.12573533
14604,,2,B,Arson,35.92157,-81.54973,NC,3/12/05,,Mar,,,,2/10/05,2005,Feb,723148,12455.46088,63859,1973,2010,15,0.1,723148-99999-2005.gz,5.852872489,4.870665417,7.200795229,13.45407925,2.350723961,2.649578257,3.07833002,2.089184149,55.09790875,50.8709369,42.78528827,51.70539846,0,0,0,0,0.129382589
14614,,8,B,Arson,35.7283,-82.6283,NC,4/22/93,,Apr,,,,3/23/93,1993,Mar,723350,85926.7885,13877,1946,2020,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.139092169
14679,HOT DAY,10,C,Miscellaneous,35.4667,-78.6333,NC,7/5/99,,Jul,,,,6/5/99,1999,Jun,723044,13024.99262,99999,1973,2005,15,1,723044-99999-1999.gz,23.07670851,22.6239782,24.79651163,24.004,2.139748954,2.379019074,2.775581395,2.0716,73.62895928,78.75619835,79.65289256,74.31097561,0,0,0,0,0.103914827
14681,,1,B,Debris Burning,36.34285,-78.2262,NC,2/25/09,,Feb,,,,1/26/09,2009,Jan,720288,27667.8102,99999,2006,2020,0,0.1,720288-03711-2009.gz,5.698007414,6.732003711,3.276984127,8.584568765,3.097868397,3.383858998,3.200793651,2.861911422,53.74506903,51.71165049,47.36842105,60.428739,0,0,0,0,0.099826452
14706,,12,C,Arson,34.965,-78.5683,NC,3/27/95,,Mar,,,,2/25/95,1995,Feb,722073,18696.72918,3727,1948,2020,16,1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.103653681
14709,IDELBROOK DRIVE,2,B,Debris Burning,36.099266,-80.044433,NC,2/7/15,2/7/15,Feb,2/7/15 14:30,2/7/15 15:20,0 days 00:00:00.000000000,1/8/15,2015,Jan,723170,9137.688879,13723,2005,2020,0,0.1,723170-13723-2015.gz,3.030934579,3.2765625,3.403913043,0,3.187850467,3.615234375,3.616086957,0,58.94908742,55.58070866,47.80869565,0,95.6,65.6,19.4,0,0.115955196
14731,HAGGIN FIRE,2,B,Debris Burning,35.3083,-78.065,NC,4/14/99,,Apr,,,,3/15/99,1999,Mar,723066,10810.13211,99999,1945,2020,15,0.1,723066-13713-1999.gz,15.5157385,18.28909953,19.55026455,17.5,4.054237288,4.09028436,4.392063492,4.332225064,61.29712042,63.42857143,61.50561798,63.88668555,18.2,7.7,0.3,52.7,0.099030175
14738,,2,B,Children,34.2817,-78.0917,NC,3/19/95,,Mar,,,,2/17/95,1995,Feb,723020,17718.21079,13748,1973,1996,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.099911648
14772,,10,C,Lightning,35.475,-79.3783,NC,7/18/93,,Jul,,,,6/18/93,1993,Jun,723143,26852.58976,99999,1973,2010,15,1,723143-99999-1993.gz,27.0931083,28.26186441,28.42283951,25.1267525,2.539240506,2.374011299,2.374691358,2.09713467,62.00984529,62.81073446,60.61111111,73.63188406,0,0,0,0,0.110456982
14822,,2,B,Debris Burning,35.3083,-78.9917,NC,4/1/93,,Apr,,,,3/2/93,1993,Mar,723030,14982.88668,13714,1990,2009,15,0.1,723030-13714-1993.gz,10.38977591,12.3773743,14.10120482,15.28820225,2.985974755,2.347058824,2.245180723,3.087763713,62.75460993,69.84269663,77.08484848,56.75668073,161.5,86,41,118.3,0.107158762
14827,PIEDMONT,1,B,Powerline,35.87,-81.75388889,NC,1/25/14,1/25/14,Jan,1/25/14 12:25,1/25/14 14:00,0 days 00:00:00.000000000,12/26/13,2013,Dec,723148,13693.74667,99999,2006,2020,15,0.1,723148-63859-2013.gz,2.93255814,0,0,0,0.946511628,0,0,0,69.87664042,0,0,0,11.4,0,0,0,0.131226161
14877,,3,B,Miscellaneous,34.9617,-78.9517,NC,4/23/95,,Apr,,,,3/24/95,1995,Mar,723035,6703.880341,99999,1937,2020,16,0.1,723035-99999-1995.gz,17.22088415,20.77576687,23.06776316,20.01067669,3.3906298,3.764197531,3.631125828,3.281749623,54.76589147,57.93103448,56.66225166,64.85736926,0,0,0,0,0.107021848
14920,REID,6.5,B,Arson,35.14763333,-84.28856666,NC,3/22/14,3/22/14,Mar,3/22/14 17:05,3/22/14 19:30,0 days 00:00:00.000000000,2/20/14,2014,Feb,722177,38839.44072,99999,1942,2020,15,0.1,722177-63811-2014.gz,7.313649025,8.29768304,9.179920477,0,1.620427112,1.664133457,1.500994036,0,68.22243167,69.41658723,72.64583333,0,58.9,35.3,31.5,0,0.154293905
14937,LITTLEJOHN,2,B,Miscellaneous,35.4832,-83.2643,NC,4/21/05,4/21/05,Apr,4/21/05 14:30,4/21/05 17:00,0 days 00:00:00.000000000,3/22/05,2005,Mar,A00003,32110.84599,63844,1996,2016,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.144916517
14944,BURNING BARRELL,8,B,Debris Burning,36.347,-78.536,NC,3/24/10,3/24/10,Mar,3/24/10 14:10,3/24/10 16:45,0 days 00:00:00.000000000,2/22/10,2010,Feb,720288,2235.587876,99999,2006,2020,0,0.1,720288-03711-2010.gz,8.697679814,12.7487037,13.01111111,0,2.625661253,2.582962963,2.747222222,0,60.9971415,62.81722488,53.37051793,0,34.4,21.3,0.5,0,0.102539891
14956,LIAR FIRE,9.4,B,Debris Burning,36.003666,-78.3905,NC,3/18/15,3/18/15,Mar,3/18/15 15:30,3/18/15 18:00,0 days 00:00:00.000000000,2/16/15,2015,Feb,722141,5860.733783,99999,1973,2020,0,0.1,722141-03731-2015.gz,4.29392675,10.32497679,13.61309524,0,1.75540102,1.78003714,1.54781746,0,62.37273756,60.58745875,58.57957245,0,0,0,0,0,0.101464056
14963,,1,B,Arson,34.9983,-79.235,NC,3/25/95,,Mar,,,,2/23/95,1995,Feb,723109,25829.71966,93782,1973,2020,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.109489549
14967,COLE,1,B,Miscellaneous,35.1217,-83.085,NC,1/25/99,,Jan,,,,12/26/98,1998,Dec,A00003,32435.42843,63844,1996,2016,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.143536422
14972,POSTELLE,1.5,B,Debris Burning,35.10433333,-84.2945,NC,2/28/12,2/28/12,Feb,2/28/12 16:05,2/28/12 17:30,0 days 00:00:00.000000000,1/29/12,2012,Jan,720409,40064.90514,99999,2007,2014,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.15437396
14985,PACK FIRE,1,B,Arson,35.2833,-82.1333,NC,4/7/04,,Apr,,,,3/8/04,2004,Mar,723144,24642.90876,99999,1996,2020,15,0.1,723144-99999-2004.gz,11.09081786,11.96035679,10.12058212,17.1214908,1.350728277,1.252130823,1.312058212,1.325992256,45.66145308,45.74628345,45.75051975,54.43368829,0,0,0,0,0.134953517
14993,BLANCHARD AND SHAW,2,B,Arson,34.85,-79.0167,NC,1/3/04,,Jan,,,,12/4/03,2003,Dec,723035,19156.63796,99999,1937,2020,16,0.1,723035-99999-2003.gz,7.045103093,7.642201835,8.568,0,3.297548387,3.062883436,2.2776,0,68.1994716,59.67398119,57.28,0,58.8,6.6,0,0,0.107663072
15002,,1,B,Missing/Undefined,35.70956,-80.05614,NC,11/20/08,,Nov,,,,10/21/08,2008,Oct,746935,15836.21692,3709,2006,2020,15,0.1,746935-03709-2008.gz,11.30018674,11.0952381,9.344,7.671977507,1.451073763,1.470214753,1.6634,1.468603561,66.23776569,64.10862944,61.17482517,62.8971519,0,0,0,0,0.116289305
15009,COOK ASH FIRE,3,B,Miscellaneous,34.9167,-79.65,NC,2/12/03,,Feb,,,,1/13/03,2003,Jan,723109,29426.28516,93782,1973,2020,16,0.1,723109-99999-2003.gz,3.415602837,5.985673352,4.371257485,8.940184049,3.153191489,3.053295129,2.54491018,3.290797546,59.61387632,64.99675325,66.83552632,71.39447732,18.8,10.9,9.1,51.9,0.113193982
15018,TRUCK DERBY FIRE,1,B,Miscellaneous,35.6333,-76.1167,NC,2/26/02,,Feb,,,,1/27/02,2002,Jan,723046,49096.30613,99999,2001,2005,15,0.1,723046-99999-2002.gz,10.2704577,9.666666667,10.04166667,11.85195531,4.286775632,4.113055556,3.938095238,4.396089385,67.14392804,66.08356546,72.58928571,71.49719101,0,0,0,0,0.081840812
15019,,1,B,Debris Burning,35.985,-81.4717,NC,2/6/93,,Feb,,,,1/7/93,1993,Jan,723148,22119.3262,63859,1973,2010,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.128652576
15048,TINK FIRE,8,B,Debris Burning,35.5833,-76.4833,NC,10/31/01,,Oct,,,,10/1/01,2001,Oct,723074,50069.83737,99999,1973,2005,15,0.1,723074-99999-2001.gz,16.045961,14.99444444,13.73053892,13.29346314,3.322056075,3.399615385,3.783448276,2.830722892,57.13108614,51.67567568,49.20138889,64.69477912,0,0,0,0,0.085058113
15059,,3,B,Missing/Undefined,35.44471,-78.30333,NC,3/20/07,,Mar,,,,2/18/07,2007,Feb,722131,13265.72824,99999,2006,2020,15,0.1,722131-03713-2007.gz,10.28756058,10.08686211,11.63474388,14.25829813,1.834194938,1.439956569,1.945657016,1.661194931,54.08407871,57.2482679,58.15839243,56.05579937,0,0,0,0,0.101034539
15065,,1,B,Debris Burning,35.6283,-82.4483,NC,3/16/95,,Mar,,,,2/14/95,1995,Feb,723148,78714.7021,63859,1973,2010,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.137548145
15069,,1,B,Debris Burning,35.3117,-78.7183,NC,11/9/94,,Nov,,,,10/10/94,1994,Oct,746936,7601.897609,3712,1961,2020,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.104755425
15086,HALTER,2.1,B,Debris Burning,34.915,-80.7783,NC,3/15/98,,Mar,,,,2/13/98,1998,Feb,723194,18287.10877,53872,1996,2005,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.123158276
15108,,1,B,Debris Burning,34.945,-80.6017,NC,2/18/94,,Feb,,,,1/19/94,1994,Jan,723194,8377.900101,99999,1990,2010,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.121577129
15115,RAVINES FIRE,10,C,Arson,35.05283333,-79.03868333,NC,4/8/10,4/8/10,Apr,4/8/10 14:00,4/8/10 17:00,0 days 00:00:00.000000000,3/9/10,2010,Mar,746930,13113.62978,93737,2001,2020,15,1,746930-93737-2010.gz,15.71156463,17.57571669,20.59061372,0,2.456122449,2.520236088,1.680144404,0,64.92043222,62.51041667,57.49097473,0,145.2,116.8,0,0,0.107729418
15116,JUNK PILE,2,B,Debris Burning,36.385,-79.5483,NC,12/3/98,,Dec,,,,11/3/98,1998,Nov,742077,27756.62401,3763,1939,2010,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.111415557
15134,HWY. 242 S. FIRE,4,B,Debris Burning,34.5833,-78.65,NC,5/6/01,,May,,,,4/6/01,2001,Apr,723108,37635.85421,99999,2000,2004,16,0.1,723108-13776-2001.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104611641
15149,,1,B,Debris Burning,34.0583,-78.515,NC,6/7/93,,Jun,,,,5/8/93,1993,May,747915,32636.61568,99999,1941,2020,16,0.1,747915-93718-1993.gz,23.29562212,23.9718894,24.851,27.26926606,2.766589327,2.737674419,2.91010101,2.503218391,71.36915888,70.53953488,73.8989899,72.55813953,0,0,0,0,0.103767133
15173,,1,B,Arson,34.835,-79.025,NC,5/1/93,,May,,,,4/1/93,1993,Apr,723035,20928.23661,99999,1937,2020,16,0.1,723035-99999-1993.gz,14.7319708,15.38609467,16.15286624,21.19883552,3.928508772,3.902967359,3.557961783,2.836151603,59.11292719,57.99701493,58.87741935,66.19601838,0,0,0,0,0.107745457
15179,TOILET BOEL,0.8,B,Arson,34.55,-79.0833,NC,11/28/01,,Nov,,,,10/29/01,2001,Oct,723108,7019.473541,99999,2000,2004,16,0.1,723108-13776-2001.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108438733
15182,,8,B,Missing/Undefined,35.48053,-81.97222,NC,3/26/07,,Mar,,,,2/24/07,2007,Feb,723144,6362.752152,99999,1996,2020,15,0.1,723144-53890-2007.gz,11.49951267,14.06451613,16.13404255,14.36475604,1.611939571,1.537634409,1.543829787,1.887446708,49.74377224,55.15752742,57.94893617,54.93504605,0,0,0,0,0.13340041
15183,,3,B,Children,36.305,-79.6783,NC,2/26/94,,Feb,,,,1/27/94,1994,Jan,742077,21324.56642,3763,1939,2010,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.112606924
15195,THANKS NVFD,1,B,Missing/Undefined,34.99333333,-79.69695,NC,2/21/11,2/21/11,Feb,2/21/11 14:52,2/21/11 15:20,0 days 00:00:00.000000000,1/22/11,2011,Jan,722043,12829.37316,99999,2006,2020,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.113559758
15198,JAKE'S MOUNTAIN FIRE,35,C,Arson,36.1954,-81.5917,NC,11/4/14,11/4/14,Nov,11/4/14 20:01,11/4/14 23:40,0 days 00:00:00.000000000,10/5/14,2014,Oct,722198,5268.177313,99999,2006,2020,0,1,722198-63819-2014.gz,10.3822298,7.897256098,5.924489796,0,3.651557936,3.996239837,3.828367347,0,69.65781881,65.66340934,69.60132159,0,126.6,1.8,1.8,0,0.129594479
15216,BUTLER RD FIRE,7,B,Missing/Undefined,34.48813333,-79.25241667,NC,2/18/11,2/18/11,Feb,2/18/11 15:00,2/18/11 17:00,0 days 00:00:00.000000000,1/19/11,2011,Jan,723109,34356.54107,99999,2009,2020,16,0.1,723109-93782-2011.gz,5.65754717,5.531034483,7.49047619,0,2.658595388,2.55,2.564880952,0,70.52469813,68.41333333,55.96428571,0,68.7,54.7,0.3,0,0.109965544
15231,,4,B,Missing/Undefined,34.72441,-79.21368,NC,5/16/07,,May,,,,4/16/07,2007,Apr,723109,15833.75158,93782,1973,2020,16,0.1,723109-93782-2007.gz,18.66119578,19.13938144,19.7173913,22.51589327,3.75908558,3.766804124,2.885375494,2.93549884,64.42111507,71.50947368,77.46090535,67.67291911,20.4,7.9,6.9,15.9,0.109474189
15238,,1,B,Arson,34.975,-78.5283,NC,2/27/94,,Feb,,,,1/28/94,1994,Jan,722073,15003.52394,3727,1948,2020,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.103296543
15279,CIGARETTE,1,B,Smoking,35.0333,-79.3833,NC,2/19/04,,Feb,,,,1/20/04,2004,Jan,723143,22155.33699,99999,1973,2010,15,0.1,723143-99999-2004.gz,2.991308793,5.034347399,3.63304721,10.0107056,2.485780051,2.468860511,2.619742489,3.154138267,61.98149127,68.37074148,73.28111588,59.92258697,58.6,43.4,34.8,45.5,0.110772592
15290,,6,B,Arson,34.01145,-78.09165,NC,3/5/09,,Mar,,,,2/3/09,2009,Feb,722191,9274.050725,3721,2006,2020,16,0.1,722191-03721-2009.gz,7.292721372,6.269230769,6.5875,13.39296037,2.917524339,2.754216867,2.411507937,3.023636364,64.33889662,64.21223355,73.1547619,76.60559441,0,0,0,0,0.100087822
15294,,1,B,Arson,35.2983,-77.6717,NC,4/19/94,,Apr,,,,3/20/94,1994,Mar,723066,25598.6893,99999,1945,2020,15,0.1,723066-13713-1994.gz,16.62963989,18.10831025,19.36331361,19.21458333,3.869529086,3.995567867,3.937869822,3.792916667,64.45985401,63.08656716,63.65517241,64.04674221,100.3,30,27,52,0.095595508
15332,CORN HUSK FIRE,1,B,Debris Burning,36.3217,-77.765,NC,3/27/96,,Mar,,,,2/26/96,1996,Feb,724118,47532.61743,99999,1994,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.095801792
15351,MILL CREEK,1,B,Arson,35.045,-83.6425,NC,4/19/04,4/20/04,Apr,4/19/04 21:40,4/20/04 9:45,1 days 00:00:00.000000000,3/20/04,2004,Mar,722177,26729.48583,99999,1942,2020,15,0.1,722177-99999-2004.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148568138
15382,MARIO # 2,10,C,Debris Burning,35.55428,-83.22231,NC,4/22/10,4/24/10,Apr,4/22/10 17:30,4/24/10 19:00,2 days 00:00:00.000000000,3/23/10,2010,Mar,720259,40868.72243,99999,2006,2020,15,1,720259-63844-2010.gz,11.88713423,12.84259259,12.49404762,13.47916667,1.30919647,1.172314815,1.185119048,0.920138889,61.18262494,58.74675325,62.2027833,61.63194444,44.3,30.5,5.4,0,0.144498247
15399,,1,B,Children,35.0417,-80.795,NC,3/19/94,,Mar,,,,2/17/94,1994,Feb,723194,16166.87757,99999,1990,2010,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.123226949
15428,,2,B,Debris Burning,35.4417,-79.245,NC,1/25/92,,Jan,,,,12/26/91,1991,Dec,723143,26335.01118,99999,1973,2010,15,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.109304336
15432,MEAN CHILDERN FIRE,1,B,Children,34.995,-80.0617,NC,6/17/97,,Jun,,,,5/18/97,1997,May,725294,3204.764959,99999,1973,2020,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.116775314
15458,TROXALL,20,C,Debris Burning,34.8667,-79.2333,NC,2/5/02,,Feb,,,,1/6/02,2002,Jan,723109,14697.99152,93782,1973,2020,16,1,723109-99999-2002.gz,9.079608939,11.77994429,14.04790419,7.658674189,3.597682709,3.812,4.287096774,3.012288136,65.85777778,67.56944444,66.49275362,57.5875,71.8,30.5,0.3,53.7,0.109556993
